ID,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,FIPS,Lat,Long_,5_4_Confirmed,5_4_Deaths,ET_Total_Population,EM_Total_Pop_Median_Age,E_Total_Pop_SEX_Male,E_Total_Pop_SEX_Female,E_Total_Pop_RACE_One_Race,E_Total_Pop_RACE_White,E_Total_Pop_RACE_Black,E_Total_Pop_RACE_Native_Pop,E_Total_Pop_RACE_Asian,E_Total_Pop_RACE_Pacific_Islander,E_Total_Pop_RACE_Other_Race,E_Total_Pop_RACE_Two_or_More_Races,E_Total_Pop_RACE_Hispanic,E_Total_Pop_RACE_White_Alone,E_Total_Pop_in_Households_Householder_Spouse,E_Total_Pop_in_Households_Householder_Parent,E_Total_Pop_in_Households_Householder_Other_Relative,E_Total_Pop_in_Households_Householder_Nonrelative,E_Total_Pop_in_Households_Householder_Unmarried_Partner,E_Total_Households_TYPE_Family,E_Total_Households_TYPE_Family_Married_Couple,E_Total_Households_TYPE_Family_Female_Householder,E_Total_Households_TYPE_Nonfamily,E_Total_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_15_MARITAL_STATUS_Married,E_Total_Pop_Over_15_MARITAL_STATUS_Widowed,E_Total_Pop_Over_15_MARITAL_STATUS_Divorced,E_Total_Pop_Over_15_MARITAL_STATUS_Separated,E_Total_Pop_Over_15_MARITAL_STATUS_Never_Married,E_Total_Pop_Over_15_EDUCATION_Less_Than_High_School,E_Total_Pop_Over_15_EDUCATION_High_School_Grad,E_Total_Pop_Over_15_EDUCATION_Some_College,E_Total_Pop_Over_15_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Total_Pop_Over_18_VETERAN_STATUS_Civilian_Veteran,E_Total_Pop_DISABILITY_STATUS_Yes,E_Total_Pop_DISABILITY_STATUS_No,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Same_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_US_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Total_Pop_CITIZENSHIP_Native,ET_Total_Pop_CITIZENSHIP_Foreign_Born,E_Total_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Total_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Total_Pop_Over_5_LANGUAGE_English_Only_At_Home,E_Total_Pop_Over_5_LANGUAGE_Nonenglish_At_Home,E_Total_Pop_Over_5_LANGUAGE_Limited_English,ET_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Employed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Armed_Forces,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_Not_In_Labor_Force,EM_Total_Households_WITH_INCOME_Mean_Earnings,EM_Total_Households_WITH_INCOME_Mean_Social_Security,EM_Total_Households_WITH_INCOME_Mean_Suppl_Security,EM_Total_Households_WITH_INCOME_Mean_Retirement_Income,EM_Total_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_EARNINGS,E_Total_Households_WITH_INCOME_WITH_Social_Security,E_Total_Households_WITH_INCOME_WITH_Suppl_Security,E_Total_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_Retirement_Income,E_Total_Households_WITH_INCOME_WITH_SNAP,E_Total_Pop_POVERTY_STATUS_Below_100_Percent,E_Total_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Total_Pop_POVERTY_STATUS_Above_150_Percent,E_Total_HOUSING_UNITS_Owner_Occupied,E_Total_HOUSING_UNITS_Rented,E_Total_HOUSING_UNITS_No_Telephone,E_Total_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Total_HOUSING_UNITS_Avg_Household_Size_Rented,EM_Total_HOUSING_UNITS_Avg_Household_Size_Owned
0,ALABAMA,Autauga,594.4434589,92.85996704,0.4354,1001,32.53952745,-86.64408227,53,3,55200,37.8,26882.4,28317.6,54151.2,42448.8,10543.2,165.6,552,55.2,386.4,1048.8,1545.6,41400,33065.67,382.578,19730.094,1475.658,546.54,15160.57,11993.32,2407.11,5954.43,5299.865,25106.628,2484.048,4923.738,665.37,11178.216,4199.758,12116.116,10555.144,10294.982,1105.698,670.12,5077.932,10475.461,43801.539,46877.74,7522.242,109.018,54086,1114,218.344,239.51,656.146,579.28,534.72,49963.394,1973.606,675.181,25717.224,25196.808,24112.608,1084.2,1821.456,563.784,17650.776,77747,18835,10031,28253,2843,15603.985,7221.33,1161.325,274.495,4645.3,2681.605,8433.81,4709.79,41676.165,15815.135,5299.865,443.415,295.61,2.6,2.59
1,ALABAMA,Baldwin,1589.793007,130.901947,0.2162,1003,30.72774991,-87.72207058,188,4,208107,42.8,101140.002,106966.998,204569.181,179596.341,19770.165,1456.749,1664.856,0,2081.07,3537.819,9364.815,172728.81,119979.405,2050.93,73833.48,9024.092,3076.395,51340.166,41433.794,7469.09,27281.834,23901.088,89505.15,12786.45,22845.124,3239.234,42110.042,14257.933,40568.964,46007.557,46007.557,4054.92,2027.46,19292.518,28763.28,176688.72,182536.378,22868.553,618.069,200937,7170,1419.66,2875.17,2875.17,3319.71,3850.29,185887.108,10610.892,3340.466,98111.52,97776.096,93415.584,4360.512,7379.328,335.424,69600.48,77642,20381,10324,25915,3111,56450.596,31134.312,3380.746,1100.708,19812.744,5896.65,21722.474,16189.391,167017.135,57865.792,20756.208,2830.392,1022.086,2.48,2.66
2,ALABAMA,Blount,644.8304602,89.39559087,0.4242,1009,33.98210918,-86.56790593,40,0,57645,40.8,28418.985,29226.015,56722.68,55050.975,864.675,115.29,172.935,0,461.16,922.32,5245.695,50208.795,32491.038,685.224,22383.984,1541.754,513.918,15099.8,11948,1977.6,5500.2,5088.2,27082.206,3676.107,5444.361,791.061,9539.265,7846.146,13473.18,13275.045,4993.002,1630.215,869.448,3750.71,8117.998,49051.002,53601.072,3428.64,114.288,55132,2513,301.56,970.018,1241.422,877.037,1635.963,49827.2,4332.8,1787.28,22314.69,22268.775,21350.475,918.3,1882.515,45.915,23600.31,66263,20028,11275,24800,3371,13802,7910.4,1648,329.6,4470.2,1957,8219.808,6279.02,42583.172,16191.6,4408.4,618,329.6,2.48,2.85
3,ALABAMA,Calhoun,605.8672514,189.9723079,0.8252,1015,33.77483727,-85.82630386,105,3,115098,39.7,55362.138,59735.862,112335.648,85517.814,23710.188,345.294,1035.882,0,1726.47,2762.352,4258.626,83446.05,66519.684,1343.832,38075.24,5935.258,2687.664,30847.605,21480.741,7385.412,14185.395,12068.844,45848.99,7184.584,12100.352,2646.952,26753.122,12582.465,25639.74,26668.495,14244.3,3698.136,1991.304,9588.163,23620.688,89940.312,94519.677,18835.854,113.469,112039,3059,461.909,954.408,1639.624,1495.851,1563.149,103977.488,4558.512,1736.576,53116.133,52744.041,48185.914,4651.15,8186.024,279.069,39906.867,61881,17471,9143,23143,2311,32153.562,17833.068,3287.409,765.561,11483.415,8060.907,20828.466,12877.815,78274.719,31297.935,13735.065,720.528,765.561,2.52,2.47
4,ALABAMA,Chambers,596.560643,56.70169562,0.7382,1017,32.91360079,-85.39072749,302,21,33826,43,16270.306,17555.694,33487.74,19483.776,13327.444,101.478,405.912,0,169.13,338.26,777.998,18874.908,19255.492,499.71,11959.726,1599.072,732.908,8663.756,5717.268,2162.56,4852.244,4271.056,12622.05,2776.851,3421.978,729.274,8498.847,4382.904,9048.576,6998.508,3110.448,1065.015,652.05,2198.256,5583.311,27849.689,29866.62,3590.706,100.674,33356,470,125.02,221.84,123.14,73.79,396.21,31174.728,701.272,255.008,15570.328,15570.328,14795.96,774.368,1382.8,0,12085.672,56985,18549,10361,15130,2162,9096.268,5555.076,959.636,94.612,2568.04,1986.852,5523.484,4891.278,22859.238,9163.848,4352.152,283.836,405.48,2.47,2.46
5,ALABAMA,Cherokee,553.5248315,46.70612505,0.4516,1019,34.17805983,-85.60638968,16,0,25853,45.9,12823.088,13029.912,25646.176,23991.584,1266.797,232.677,51.706,0,77.559,206.824,387.795,23733.054,16677.508,127.895,8134.122,639.475,332.527,7328.746,6066.632,1018.176,3277.254,3001.498,12800.469,1646.084,2490.785,411.521,4288.482,3697.254,7151.759,5415.17,2408.817,706.676,396.428,2077.267,5117.4,20469.6,23065.944,2506.056,25.572,25648,205,14.965,71.955,118.08,129.97,75.03,24353.212,295.788,123.245,10375.614,10375.614,9799.191,576.423,1195.544,0,10973.386,61944,19331,8918,24185,3562,6416.63,4995.426,954.54,148.484,2566.652,1686.354,3825.15,3493.637,18182.213,8378.74,2227.26,307.574,159.09,2.3,2.44
6,ALABAMA,Chilton,692.8511876,63.40466869,0.7602,1021,32.85044126,-86.7173256,58,1,43930,38.6,21657.49,22272.51,42919.61,36593.69,4129.42,131.79,175.72,0,1845.06,1010.39,3426.54,35187.93,25419.768,435.27,15582.666,2089.296,870.54,11926.712,8610.014,2345.14,4824.288,4170.999,18510.466,2744.898,4539.639,563.056,8868.132,5303.154,13138.713,7150.32,4230.606,1046.682,483.084,2695.923,7718.793,35890.207,38831.212,4565.82,86.968,41960,1970,238.37,778.15,953.48,346.72,1623.28,38158.101,3004.899,1358.379,18845.736,18845.736,17499.612,1346.124,2450.636,0,15670.264,64814,18731,9159,24317,1897,11842.957,6264.874,1139.068,318.269,3383.702,3048.682,8046.36,5667.06,29546.58,12529.748,4221.252,502.53,452.277,2.59,2.6
7,ALABAMA,Coffee,678.9858208,75.5361871,0.5408,1031,31.39932826,-85.98901039,134,0,51288,39.3,25336.272,25951.728,49698.072,38927.592,8821.536,615.456,666.744,0,666.744,1589.928,3538.872,36209.328,30057.391,608.244,18095.259,1926.106,709.618,13575.254,10230.913,2612.148,6213.746,5481.553,21997.443,2723.886,5117.604,1196.859,10276.479,4817.856,9740.448,12184.288,8169.408,1582.25,696.19,6457.11,8775.837,40805.163,42018.62,8444.42,457.83,49448,1840,414,397.44,1028.56,824.32,1015.68,45223.4,2886.6,1106.53,24224.98,23090.7,21713.36,1377.34,2390.09,1134.28,16285.02,67390,18514,9394,27942,2388,14920.906,6807.416,1187.34,257.257,5343.03,2532.992,7625.802,4242.168,38634.03,12823.272,6965.728,455.147,277.046,2.5,2.59
8,ALABAMA,Colbert,592.7446865,91.93671616,0.4274,1033,34.69847452,-87.80168544,41,2,54495,42.7,26048.61,28446.39,53296.11,43269.03,8610.21,381.465,272.475,54.495,708.435,1198.89,1362.375,42887.565,32705.695,810.885,18650.355,1838.006,919.003,14757.923,10921.299,2724.875,7041.077,6365.308,23321.784,3684.752,5886.616,943.656,11144.128,6027.528,13909.68,11475.486,7225.306,1264.392,597.074,3855.6,10105.106,43932.894,48365.184,5451.879,215.916,53590,905,285.075,164.71,455.215,349.33,555.67,50060.678,1336.322,359.779,23892.792,23848.464,22429.968,1418.496,2615.352,44.328,20435.208,63934,19256,8356,23210,2020,14539.933,8763.198,1482.332,217.99,5471.549,2594.081,8800.533,5399.1,39845.358,15847.873,5951.127,697.568,87.196,2.41,2.51
9,ALABAMA,Covington,1030.556053,36.24354046,0.7723,1039,31.2477854,-86.45050893,45,1,37351,43.9,18189.937,19161.063,36753.384,31636.297,4818.279,74.702,149.404,0,74.702,597.616,597.616,31150.734,22414.535,366.85,12436.215,1467.4,697.015,10130.4,7398.944,2041.088,4877.6,4337.312,15807.275,3149.225,4097.05,825.525,6695.925,4520.898,9359.052,8592.35,3939.262,895.659,532.554,2914,7688.274,29097.726,32623.318,4285.736,36.946,37073,278,21.128,107.864,149.008,140.946,137.054,34610.447,598.553,211.254,16348.101,16317.994,14902.965,1415.029,2619.309,30.107,13758.899,60112,17704,9381,20436,4233,9845.248,6573.504,915.488,135.072,3211.712,2161.152,6695.238,3878.116,26012.646,11105.92,3902.08,315.168,315.168,2.38,2.47
10,ALABAMA,Cullman,734.7802988,112.0239616,0.5182,1043,34.13020303,-86.86888037,58,0,82313,40.6,40580.309,41732.691,80831.366,78361.976,987.756,329.252,329.252,0,823.13,1481.634,3539.459,75810.273,47694.444,892.243,29119.567,3406.746,973.356,21295.89,16993.69,3134.46,9434.11,8266.37,36583.092,5360.16,9112.272,1273.038,14740.44,10412.584,20367.472,18536.688,7838.044,1865.628,673.699,5159.052,14334.496,67111.504,74482.449,7276.551,81.759,80328,1985,202.47,821.79,960.74,746.36,1238.64,74163.306,3170.694,1160.01,34981.749,34915.87,33005.379,1910.491,3623.345,65.879,30897.251,65257,19123,10441,19103,1971,20927.13,11708.13,1966.72,368.76,6207.46,3687.6,12800.528,8668.712,59465.744,22924.58,7805.42,522.41,553.14,2.56,2.67
11,ALABAMA,Dale,561.1006284,87.78282808,0.7599,1045,31.43037123,-85.61095742,34,0,49255,37.5,24233.46,25021.54,47580.33,35906.895,9752.49,394.04,640.315,0,935.845,1674.67,3053.81,33985.95,27739.376,479.92,17661.056,2111.648,767.872,12583.58,9110.96,2800.5,6086.42,5227.6,19936.428,2978.55,5559.96,953.136,10325.64,4740.244,10915.914,12050.902,5674.94,1099.307,534.798,6297.818,9884.478,36521.522,40019.208,8207.823,339.969,47618,1637,571.313,317.578,748.109,703.91,933.09,43538.704,2485.296,828.432,22128.876,19748.168,18030.936,1756.26,3434.464,2380.708,16899.124,59741,17695,10393,24203,2770,13255.7,6646.52,1792.32,224.04,4910.21,3584.64,8805.136,5216.086,33832.778,11239.34,7430.66,410.74,317.39,2.81,2.42
12,ALABAMA,Dallas,978.737527,40.8986055,0.949,1047,32.32688101,-87.1086671,65,3,40029,39.5,18453.369,21575.631,39748.797,11248.149,28220.445,0,240.174,40.029,40.029,280.203,400.29,11007.975,21885.315,315.464,15694.334,1537.887,709.794,10569.392,5554.24,4018.656,5766.608,5194.848,11850.36,2658.324,3459.024,1281.12,12747.144,5133.8,9363.2,8086.4,4016.6,1306.206,701.481,2116.59,7075.322,32673.678,34837.812,4359.636,78.552,39501,528,110.88,176.88,240.24,162.096,365.904,36951.168,600.832,112.656,16202.4,16202.4,14287,1915.4,3705.2,0,15197.6,49848,15163,8688,19816,2305,10716.416,6763.104,2221.696,261.376,3005.824,5064.16,12251.534,5121.22,22060.64,9768.928,6567.072,947.488,506.416,2.48,2.37
13,ALABAMA,DeKalb,777.0984139,91.62288679,0.8022,1049,34.45946862,-85.80782906,90,2,71200,39.3,35315.2,35884.8,69562.4,60947.2,996.8,925.6,142.4,640.8,5909.6,1637.6,10252.8,57458.4,39896.32,842.88,26620.96,2879.84,1264.32,18423.06,13771.564,3161.972,7708.94,7003.376,29635.522,4436.796,6939.604,1251.404,14618.674,12399.884,15942.708,13453.156,6080.252,1954.845,1042.584,3652.62,10918.665,59524.335,60706.368,9415.108,140.524,65875,5325,702.9,2034.15,2582.625,979.8,4345.2,58848.171,8100.829,3816.093,29987.592,29987.592,28644.864,1342.728,2517.615,0,25959.408,58537,17848,9190,20523,2235,17691.364,10113.084,1803.108,339.716,4782.156,4965.08,15517.515,11445.045,43252.44,18605.984,7526.016,783.96,757.828,2.7,2.68
14,ALABAMA,Elmore,618.4462511,131.3161812,0.5401,1051,32.59785413,-86.14415284,111,3,81212,38.6,39469.032,41742.968,79587.76,60827.788,17379.368,243.636,406.06,0,812.12,1624.24,2355.148,59447.184,44767.404,614.304,29102.652,2303.64,1075.032,20953.817,15591.505,3730.304,8189.183,7344.036,33260.01,4306.575,8480.64,1126.335,19081.44,7583.224,18288.952,16170.11,13660.955,1501.47,650.637,6626.59,13663.07,62666.93,68827.384,11163.368,321.248,79766,1446,231.36,465.612,750.474,675.282,770.718,74028.768,2447.232,917.712,36511.44,36055.047,33838.281,2216.766,4042.338,456.393,28687.56,74811,19791,9697,25649,1896,21740.678,10287.479,1806.866,408.002,7344.036,3701.161,9432.009,5521.176,61653.132,21478.391,7664.609,553.717,408.002,2.59,2.65
15,ALABAMA,Escambia,945.2221437,39.49124579,0.8557,1053,31.1256789,-87.15918694,32,2,37328,39.7,19074.608,18253.392,36880.064,23106.032,11907.632,1418.464,149.312,74.656,223.968,447.936,821.216,22471.456,19249.884,275.984,13626.71,1345.422,586.466,8217.936,5814.324,1933.632,5210.064,4726.656,12839.35,2586.125,3803.125,730.2,10496.625,4803.525,11554.425,6335.46,3297.555,1171.6,515.504,2175,6492.204,28040.796,34726.83,2138.17,0,36963,365,45.99,194.91,124.1,233.965,131.035,34572.292,633.708,316.854,14091.07,14091.07,12172.286,1888.803,4047.435,0,15889.93,55211,17040,8189,20216,2329,7976.232,6056.028,711.684,174.564,2403.612,2269.332,8251.92,4263.492,21867.588,9238.464,4189.536,362.556,268.56,2.5,2.6
16,ALABAMA,Etowah,535.2816213,192.3081158,0.6564,1055,34.04567266,-86.04051873,146,10,102939,41.3,49616.598,53322.402,101189.037,82660.017,16161.423,720.573,720.573,102.939,720.573,1749.963,3911.682,80395.359,57911.43,1320.787,37794.828,4571.955,1625.584,26135.698,19194.615,5351.226,12641.302,11284.107,40952.604,6952.616,11955.108,1865.336,23062.336,11159.225,23686.355,24406.305,12743.115,2694.069,1642.725,7418.88,20020.616,82125.384,86921.553,14775.645,203.802,99962,2977,476.32,1140.191,1363.466,1095.536,1881.464,93357.306,3788.694,1845.774,45364.704,45281.313,42362.628,2918.685,5420.415,0,38026.296,61032,18737,9868,20370,2635,26252.029,16945.549,2985.829,465.324,9771.804,5467.557,17565.728,11575.104,72395.168,27880.663,10896.337,697.986,465.324,2.63,2.62
17,ALABAMA,Franklin,633.9182505,49.75720446,0.8417,1059,34.44235334,-87.84289505,136,0,31542,37.6,15613.29,15928.71,31226.58,26463.738,1387.848,473.13,126.168,0,2775.696,315.42,5330.598,24318.882,16863.693,281.583,12639.948,1501.776,657.027,7701.27,5638.63,1502.14,3508.73,3116.38,12354.12,2259.9,3339.63,502.2,6679.26,4828.384,7658.816,5640.052,2684.748,718.694,453.912,1257.902,4854.445,26464.555,27946.375,3122.5,156.125,28623,2919,756.021,1150.086,1012.893,504.987,2414.013,24617.926,4759.074,2555.799,13701.086,13701.086,12840.156,836.332,1500.478,0,10896.914,54948,17349,10558,20232,2141,7690.06,4607.31,874.38,156.94,2376.52,1984.17,6288.058,3953.383,20856.43,7914.26,3295.74,672.6,369.93,2.99,2.71
18,ALABAMA,Houston,579.8690621,179.9578678,0.6838,1069,31.15197924,-85.29939599,97,4,104352,39.8,49984.608,54367.392,102160.608,72420.288,28070.688,313.056,834.816,0,521.76,2191.392,3443.616,69811.488,57291.356,1551.21,39400.734,5170.7,1964.866,25749.968,18056.38,6123.468,13503.032,11775.9,38866.449,6323.175,11634.642,2107.725,25292.7,10252.814,22656.568,23660.34,15056.58,2657.825,1296.5,7981.7,18424.78,85085.22,90119.014,12888.875,103.111,101985,2367,295.875,863.955,1207.17,1129.059,1237.941,94385.556,3626.444,1176.144,47794.641,47628.975,44315.655,3313.32,5798.31,165.666,35038.359,67488,19317,9264,22885,2523,28340.666,14013.321,2826.216,471.036,8203.877,5770.191,18901.521,12084.579,72300.9,25749.968,13503.032,785.06,471.036,2.68,2.61
19,ALABAMA,Jackson,1077.986767,48.32526854,0.5726,1071,34.78144169,-85.99750489,50,2,52094,43.3,25526.06,26567.94,50687.462,47405.54,1823.29,625.128,208.376,52.094,573.034,1406.538,1510.726,46519.942,31991.948,720.076,17384.692,1337.284,668.642,14417.574,11426.804,2145.104,6208.426,5734.028,23938.746,3739.086,5329.272,902.538,9025.38,6514.375,15187.8,10236.875,5285.95,1605.285,1058.805,2906.03,9699.484,41893.516,47931.012,3386.988,0,51195,899,201.376,379.378,319.145,451.298,447.702,48512.184,788.816,345.107,21468.408,21468.408,20198.088,1270.32,2498.296,0,20875.592,56641,18231,8793,20387,4764,13530.656,8229.774,1278.812,206.26,4950.24,2619.502,10412.696,7577.556,33557.748,15283.866,5342.134,618.78,453.772,2.4,2.53
20,ALABAMA,Jefferson,1111.381173,593.7584836,0.6621,1073,33.55554728,-86.895063,992,48,659892,37.7,312128.916,347763.084,648673.836,342483.948,281773.884,1319.784,10558.272,0,12537.948,11218.164,25075.896,330605.892,369589.416,6438.84,238237.08,30262.548,10946.028,164903.968,108283.46,44878.928,96020.032,82712.908,231975.06,35729.492,67726.052,13865.176,183980.22,46219.396,120260.176,137311.992,145389.168,15982.72,7991.36,37570.836,101175.32,551568.68,545770.964,103553.202,1953.834,633282,26610,6093.69,10803.66,9712.65,8940.96,17669.04,580931.055,36423.945,15433.875,326765.834,326240.487,302599.872,23640.615,38350.331,525.347,198581.166,77741,18700,9781,25008,2411,197519.468,86365.844,19308.376,4174.784,51141.104,38355.828,109676.18,60644.476,474833.344,163860.272,97063.728,4957.556,3913.86,2.33,2.55
21,ALABAMA,Lauderdale,668.0128629,138.5976306,0.4468,1077,34.90171875,-87.65624729,63,2,92585,41.4,44348.215,48236.785,91196.225,80548.95,9351.085,462.925,648.095,92.585,185.17,1388.775,2407.21,78512.08,57479.136,542.256,27835.808,4428.424,1807.52,24880.044,19025.916,4506.138,13633.956,11323.116,40033.378,6427.022,9446.948,1084.076,20442.576,7992.054,22834.44,17442.975,15159.531,2077.884,865.785,6214.908,13481.37,78228.63,76084.44,15216.888,366.672,90680,1905,674.37,550.545,680.085,668.655,1236.345,84949.983,2899.017,1054.188,42467.706,42391.599,40108.389,2283.21,4033.671,76.107,33639.294,64663,20216,8931,24220,2581,26613.174,14635.32,2233.812,308.112,10129.182,4929.792,13723.016,9569.998,66989.986,26382.09,12131.91,808.794,462.168,2.15,2.44
22,ALABAMA,Lawrence,690.6840635,48.02629994,0.4952,1079,34.52041498,-87.31069453,14,0,33171,42.2,15988.422,17182.578,31512.45,25939.722,3615.639,1890.747,33.171,33.171,0,1658.55,696.591,25375.815,20092.79,428.207,11561.589,856.414,395.268,9326.408,7251.026,1498.887,3484.592,3266.805,15377.04,1817.04,3281.52,433.92,6183.36,4912.95,9708.925,6035.91,2737.215,1045.562,448.098,1581.12,6748.6,26171.4,30120.699,2693.454,32.847,32847,324,7.128,104.004,212.868,104.004,219.996,30752.312,563.688,219.212,13343.759,13343.759,12568.27,775.489,1524.237,26.741,13397.241,66163,18619,10722,17342,2313,8442.449,4740.07,1165.801,230.598,3369.293,1972.894,5523.672,3386.537,24001.67,10133.501,2677.499,499.629,192.165,2.68,2.54
23,ALABAMA,Lee,607.5503975,262.179073,0.6602,1081,32.60154883,-85.35132246,403,28,159287,31.4,78369.204,80917.796,156419.834,111978.761,36636.01,159.287,6530.767,0,796.435,2867.166,5893.619,107359.438,85898.4,1227.12,52305.99,13958.49,2607.63,37404.99,26599.104,8193.474,21968.01,16743.186,57293.028,5886.27,13080.6,2616.12,51929.982,9023.86,22892.108,30681.124,32390.908,3470.04,1735.02,9952.88,20834.616,137003.384,126096,30578.28,1103.34,150602,8685,3534.795,2683.665,2466.54,2692.35,5992.65,138766.656,11089.344,4345.824,78055.224,77411.204,72903.064,4379.336,7341.828,644.02,50748.776,70295,19106,10491,27395,3554,46073.448,15496.353,2731.158,771.849,9677.799,6946.641,32815.188,13800.78,106726.032,35801.919,23571.081,1484.325,1840.563,2.4,2.7
24,ALABAMA,Limestone,559.955192,166.1775823,0.5296,1083,34.81185586,-86.98310072,47,0,93052,39.5,46432.948,46619.052,91284.012,75186.016,12468.968,837.468,1209.676,0,1674.936,1767.988,5490.068,71556.988,50230.26,1172.34,35801.46,2885.76,1172.34,22777.334,18183.316,3469.608,9348.666,8384.886,39061.716,4996.266,8932.718,1438.319,21347.682,10094.158,19481.082,18323.79,16394.97,2284.659,1171.62,7083.054,14687.441,75419.559,80044.459,11974.43,92.111,89613,3439,484.899,1454.697,1502.843,1403.112,2035.888,82032.286,5796.714,1668.751,42629.832,42555.564,39584.844,2970.72,5124.492,74.268,31638.168,76724,19075,8899,27228,3235,23580.484,11019.218,1863.308,481.89,7999.374,3662.364,12343.426,7748.428,70006.146,25058.28,7067.72,771.024,578.268,2.85,2.8
25,ALABAMA,Madison,801.5829707,446.0673605,0.3076,1089,34.76327133,-86.55069633,237,4,357560,38.5,174489.28,183070.72,345760.52,243855.92,86171.96,2145.36,8939,357.56,4648.28,11799.48,17162.88,232056.44,215507.724,2441.026,115774.376,14994.874,5928.206,93399.608,70449.16,17430.72,51856.392,44303.08,148000.446,16087.005,34513.938,5264.838,88332.282,21696.865,50707.28,69722.51,101658.345,6549.99,3274.995,32712.078,46168.068,306259.932,296380.488,55527.132,1768.38,337989,19571,3835.916,5793.016,9942.068,9687.645,9883.355,314438.572,22219.428,8079.792,184284.16,183132.384,172766.4,10653.928,16700.752,1151.776,103659.84,84897,19366,9739,33186,2755,115042.752,40962.192,6681.776,3631.4,32682.6,15397.136,45966.624,26465.632,275799.744,97612.032,47643.968,2614.608,1888.328,2.18,2.51
26,ALABAMA,Marion,742.3415443,40.3655167,0.671,1093,34.13697363,-87.88704173,85,6,29965,44.3,14892.605,15072.395,29455.595,27897.415,1108.705,119.86,59.93,0,299.65,509.405,749.125,27567.8,18589.891,353.532,9663.208,854.369,147.305,8414.068,6399.088,1441.016,3797.932,3541.48,13745.368,2460.744,2908.152,422.552,5319.184,4334.862,7431.192,6769.218,2797.374,961.184,686.56,1512.128,7639.982,21858.018,26474.83,3212.676,89.241,29589,376,84.976,142.128,148.896,186.12,189.88,27573.22,852.78,312.686,12701.826,12677.493,11971.836,705.657,1362.648,24.333,11631.174,55065,17647,9633,17313,4218,8023.284,5263.372,720.508,207.604,2222.584,1807.376,5156.025,4006.968,20300.007,9207.848,3004.152,317.512,268.664,2.24,2.47
27,ALABAMA,Marshall,565.8447822,168.1468187,0.7261,1095,34.36975964,-86.30486727,355,7,95145,38.7,47001.63,48143.37,93432.39,87913.98,2473.77,380.58,570.87,0,2093.19,1712.61,12939.72,77257.74,53269.09,1505.84,34916.665,4423.405,1505.84,23903.76,18320.4,4187.52,10992.24,9631.296,39772.69,5962.13,9886.57,1660.34,18112.8,12156.004,19793.284,19411.42,12219.648,2362.092,1267.464,6145.56,14615.88,79680.12,81519.088,12115.164,281.748,88900,6245,786.87,2522.98,2935.15,1167.815,5077.185,78241.747,10367.253,5670.976,41141.04,41066.912,38991.328,2075.584,3780.528,0,32986.96,63108,18724,9254,25402,1429,24357.408,13504.752,2198.448,418.752,7502.64,5443.776,20364.799,11261.64,62220.561,24566.784,10329.216,837.504,907.296,2.8,2.65
